ENSG00000004059	ARF5,gtpase activity,retrograde vesicle-mediated transport,protein binding,intracellular protein transport,golgi to endoplasmic reticulum transport,plasma membrane localization
ENSG00000090932	DLL3,notch signaling regulation,calcium ion binding,cell differentiation,somitogenesis,skeletal system development,plasma membrane localization
ENSG00000172238	ATOH1,transcriptional regulation,auditory receptor cell fate determination,neuron differentiation,notch signaling pathway,chromatin dna binding,rna polymerase ii-specific sequence-specific dna binding
ENSG00000185559	DLK1,calcium ion binding,protein binding,negative regulation of notch signaling pathway,cell differentiation,cytoplasmic localization,extracellular space localization
ENSG00000187957	DNER,notch signaling pathway,calcium ion binding,transmembrane signaling receptor activity,protein binding,clathrin binding,neuron migration
ENSG00000134115	CNTN6,cell-cell adhesion mediator activity,presynaptic membrane localization,axon guidance,dendrite self-avoidance,synapse organization,central nervous system development
ENSG00000166881	NEMP1,nuclear envelope regulation,erythrocyte enucleation,nuclear membrane organization,cell differentiation,chromatin remodeling,plasma membrane interaction
ENSG00000155367	PPM1J,signal transduction,chromatin remodeling,rna polymerase ii regulation,mitochondrial localization,phosphatase activity,protein binding
ENSG00000119042	SATB2,chromatin remodeling,rna polymerase ii-specific dna binding,histone deacetylase binding,regulated gene expression,nucleus localization,embryonic skeletal system morphogenesis
ENSG00000135801	TAF5L,transcription coactivator activity,protein binding,regulation of dna repair,regulation of somatic stem cell population maintenance,transcription by rna polymerase ii,regulation of transcription by rna polymerase ii
ENSG00000162227	TAF6L,dna binding,transcriptional coactivation,rna polymerase ii general transcription initiation factor activity,chromatin remodeling,dna repair regulation,extracellular exosome localization
ENSG00000152382	TADA1,transcriptional coactivator activity,rna splicing regulation,dna repair regulation,positive regulation of transcription by rna polymerase ii,nucleus localization,focal adhesion interaction
ENSG00000036549	ZZZ3,histone reader activity,zinc ion binding,methylated histone binding,lysine-acetylated histone binding,dna binding,histone regulation
ENSG00000149474	KAT14,acyltransferase activity,histone acetyltransferase activity,chromatin remodeling,gene expression regulation,cell cycle progression,transcriptional regulation
ENSG00000087152	ATXN7L3,transcriptional regulation,nuclear receptor coactivation,chromatin organization,rna splicing,dna repair,coactivator activity
ENSG00000102710	SUPT20H,transcription coregulator activity,dna repair regulation,gastrulation regulation,autophagy regulation,rna splicing regulation,transcriptional regulation by rna polymerase ii
ENSG00000276234	TADA2A,histone acetyltransferase activity,chromatin remodeling,transcription coactivator activity,zinc ion binding,dna binding,cell cycle regulation
ENSG00000185420	SMYD3,histone methyltransferase activity,histone trimethylation,transcriptional activation,methylation,nucleosome assembly,cellular response to dexamethasone stimulus
ENSG00000129292	PHF20L1,histone methylation regulation,transcriptional control,rna polymerase ii regulation,metal ion binding,nucleoplasm localization,nsl complex involvement
ENSG00000053254	FOXN3,sequence-specific dna binding,rna polymerase ii-specific transcriptional regulation,mitotic g2 dna damage checkpoint signaling,regulation of dna-templated transcription,cellular localization in chromatin,negative regulation of transcription by rna polymerase ii
ENSG00000073614	KDM5A,histone demethylase activity,chromatin remodeling,regulation of transcriptional programs,circadian regulation of gene expression,negative regulation of transcription by rna polymerase ii,chromatin binding
ENSG00000022267	FHL1,negative regulation of cell growth,negative regulation of g1/s transition of mitotic cell cycle,regulation of membrane depolarization,muscle organ development,cell differentiation,animal organ morphogenesis
ENSG00000179111	HES7,sequence-specific double-stranded dna binding,rna polymerase ii-specific binding,notch signaling pathway regulation,dna-templated transcription regulation,negative regulation of transcription by rna polymerase ii,cell fate specification
ENSG00000196092	PAX5,transcription activator activity,rna polymerase ii-specific dna-binding,dna-binding transcription factor activity,b cell differentiation regulation,cerebral cortex development,skeletal muscle cell differentiation
ENSG00000132185	FCRLA,transmembrane signaling receptor activity,immune response,cell surface receptor signaling pathway,cell differentiation,external side of plasma membrane localization,signal transduction
ENSG00000164626	KCNK5,potassium channel activity,voltage-gated potassium channels,resting membrane potential regulation,potassium ion export,potassium ion import,ion homeostasis disruption
ENSG00000152049	KCNE4,voltage-gated potassium channel activity,kpotassium ion export across plasma membrane,monoatomic ion transport,apical plasma membrane localization,ventricular cardiac muscle cell action potential repolarization,regulation of heart rate by cardiac conduction
ENSG00000159197	KCNE2,voltage-gated potassium channel activity,potassium ion transmembrane transport,regulation of heart rate by cardiac conduction,membrane repolarization,delayed rectifier potassium channel activity,potassium channel regulator activity
ENSG00000175538	KCNE3,voltage-gated potassium channel activity,potassium channel regulator activity,monoatomic ion transmembrane transport,membrane repolarization during ventricular cardiac muscle cell action potential,regulation of heart rate by cardiac conduction,k+ ion export across plasma membrane
ENSG00000180509	KCNE1,potassium channel activity,membrane repolarization,kv channel subunit,cellular excitability regulation,ion transport modulation,cancer electrical property modification
ENSG00000178104	PDE4DIP,golgi organization regulation,microtubule cytoskeleton organization,centrosome cycle regulation,enzyme binding,calmodulin binding,molecular adaptor activity
ENSG00000176076	KCNE5,voltage-gated potassium channel activity,delayed rectifier potassium channel activity,monoatomic ion transport,k+ channel regulator activity,protein binding,potassium ion export across plasma membrane
ENSG00000130529	TRPM4,calcium ion transport,monoatomic cation transmembrane transport,transmembrane transport,calmodulin binding,calcium channel activity,adaptive immune response
ENSG00000064651	SLC12A2,sodium-potassium-chloride cotransport activity,hsp90 protein binding,electrolyte homeostasis,k+ and cl- transport,cel volume regulation,potassium ion transmembrane transport
ENSG00000115474	KCNJ13,potassium ion transport,monoatomic cation transmembrane transport,potassium ion import across plasma membrane,regulation of monoatomic ion transmembrane transport,inward rectifier potassium channel activity,plasma membrane localization
ENSG00000170049	KCNAB3,voltage-gated potassium channel activity,kcnab3 subunit structure,aldo-keto reductase (nadph) activity,potassium ion transmembrane transport,monoatomic ion transmembrane transport,plasma membrane localization
ENSG00000169282	KCNAB1,nadp-dependent oxidoreductase activity,voltage-gated potassium channel activity,regulation of potassium ion transmembrane transport,potassium ion transport,molecular function inhibitor activity,plasma membrane localization
ENSG00000135643	KCNMB4,calcium-activated potassium channel activity,potassium channel regulator activity,voltage-gated monoatomic ion channel activity,detection of calcium ion,regulation of presynaptic membrane potential,neurotransmitter secretion regulation
ENSG00000145936	KCNMB1,calcium-activated potassium channel activity,potassium channel regulator activity,monoatomic ion transmembrane transport,cellular response to ethanol,vasodilation,synaptic transmission
ENSG00000171121	KCNMB3,potassium ion transmembrane transport,calcium-activated potassium channel activity,monoatomic ion transmembrane transport,action potential regulation,neuronal excitability modulation,voltage-gated potassium channel complex localization
ENSG00000215262	KCNU1,potassium channel activity,large conductance calcium-activated potassium channel activity,monoatomic ion channel activity,potassium ion transport,transmembrane transport,plasma membrane localization
ENSG00000071575	TRIB2,rna polymerase ii-specific dna-binding transcription factor binding,mitogen-activated protein kinase kinase binding,map kinase activity regulation,interleukin-10 production regulation,proteasomal ubiquitin-dependent protein catabolic process regulation,atp binding
ENSG00000138496	PARP9,nad+-protein poly-adp-ribosyltransferase activity,nucleotidyltransferase activity,dna repair,defense response to virus,innate immune response,regulation of gene expression
ENSG00000152778	IFIT5,tumor suppressor activity,innate immunity regulation,viral genome replication regulation,rna binding,protein-protein interactions,double-stranded dna binding
ENSG00000137628	DDX60,double-stranded rna binding,atp-dependent h2az histone chaperone activity,chromatin extrusion motor activity,positive regulation of mda-5 signaling pathway,innate immune response,defense response to virus
ENSG00000173193	PARP14,nad+-protein poly-adp-ribosyltransferase activity,glycosyltransferase activity,nucleotidyltransferase activity,innate immune response,negative regulation of dna-templated transcription,tyrosine phosphorylation of stat protein
