CDK5R2,cyclin-dependent protein serine/threonine kinase activator activity,neuron projection,protein kinase binding,positive regulation of calcium ion-dependent exocytosis,actinin binding,presynapse
PTP4A2,metal-dependent protein tyrosine phosphatase activity,histone h2axy142 phosphatase activity,chromatin remodeling,nucleus localization,cytosol localization,endosome localization
ETV4,sequence-specific dna binding,dna-binding transcription factor activity,positive regulation of dna-templated transcription,nucleus,chromatin,rna polymerase ii cis-regulatory region sequence-specific dna binding
SUMO4,protein sumoylation,regulation of transcription,dna binding,nf-kappab signaling,cellular response to oxidative stress,nucleus localization
MDK,heparan sulfate binding,protein binding,growth factor activity,cell proliferation,angiogenesis,immune cell modulation
ROBO3,axon guidance,neuron migration,cell-cell adhesion,nervous system development,axon midline choice point recognition,positive regulation of axon guidance
HLTF,helicase activity,dna binding,zinc ion binding,ubiquitin protein ligase activity,protein ubiquitination,nucleus localization
SHPRH,ubiquitin protein ligase activity,dna repair,protein polyubiquitination,nucleosome assembly,helicase activity,metal ion binding
KIR3DL1,immune response-regulating signaling pathway,immune response,natural killer cell mediated cytotoxicity,hla-b specific inhibitory mhc class i receptor activity,molecular adaptor activity,protein binding
KIR3DL2,mhc class ib protein binding,protein binding,immune response-regulating signaling pathway,cellular defense response,membrane localization,plasma membran
KLRC4,stimulatory c-type lectin receptor signaling pathway,positive regulation of natural killer cell mediated cytotoxicity,transmembrane signaling receptor activity,natural killer cell cytotoxicity,tumor immune evasion,immunosurveillance
CAPN9,calcium ion binding,cysteine-type peptidase activity,proteolysis,cytoplasm localization,calcium-dependent cysteine-type endopeptidase activity,cell signalin
CAPN5,cysteine-type peptidase activity,calcium-dependent cysteine-type endopeptidase activity,protein binding,signal transduction,proteolysis,focal adhesion localization
CAPN6,calcium-dependent cysteine-type endopeptidase activity,microtubule binding,regulation of cytoskeleton organization,proteolysis,spindle microtubule,cytoskeleto
CAPN3,calcium-dependent cysteine-type endopeptidase activity,muscle structure development,protein catabolic process,sarcomere organization,positive regulation of protein sumoylation,programmed cell death
CAPN11,cysteine-type peptidase activity,calcium ion binding,proteolysis,cytoplasm localization,cell cycle regulation,apoptosis
CAPN10,cysteine-type peptidase activity,cytoskeletal protein binding,protein binding,calcium-dependent cysteine-type endopeptidase activity,snare binding,regulation of actin cytoskeleton organization
CAPN7,cysteine-type peptidase activity,cysteine-type endopeptidase activity,protein binding,positive regulation of epithelial cell migration,nucleus localization,extracellular exosome localization
CAPN12,calcium-dependent cysteine-type endopeptidase activity,proteolysis,cysteine-type peptidase activity,metal ion binding,cytoplasm localization,endomembrane system localization
MLC1,membrane raft localization,protein-containing complex binding,regulation of response to osmotic stress,caveolin-mediated endocytosis,vesicle-mediated transport,positive regulation of intracellular transpor
LBR,lamin binding,nuclear membrane localization,cholesterol biosynthetic process,chromatin-protein adaptor activity,dna binding,delta(14)-sterol reductase activity
CCL3,chemotaxis,immune response,chemokine activity,cytokine activity,ccr chemokine receptor binding,inflammatory response
TLR9,toll-like receptor signaling pathway,nf-κb signal transduction,cytokine production,chemokine production,interferon production,immune respons
PTPRE,receptor-type tyrosine-protein phosphatase epsilon,metal-dependent protein tyrosine phosphatase activity,negative regulation of insulin receptor signaling pathway,chromatin remodeling,signal transduction,protein dephosphorylation
MPG,dna alkylation repair,base-excision repair,dna binding,damaged dna binding,dna-3-methyladenine glycosylase activity,mitochondrial nucleoid localization
TOMM40L,mitochondrion targeting sequence binding,protein transmembrane transporter activity,preprotein binding,protein import into mitochondrial matrix,monoatomic ion transport,porin activity
ERCC6,dna damage response,dna repair,chromatin remodeling,nucleic acid binding,helicase activity,positive regulation of transcriptio
ZNF473,dna-binding transcription activator activity,regulation of dna-templated transcription,rna polymerase ii cis-regulatory region sequence-specific dna binding,nucleoplasm,positive regulation of transcription by rna polymerase ii,mrna 3'-end processing by stem-loop binding and cleavage
RANBP10,protein binding,cytoskeleton organization,ubiquitin ligase complex,nuclear transport,cell motility,tumor progressio
COX18,membrane insertase activity,protein binding,mitochondrial cytochrome c oxidase assembly,respiratory chain complex iv assembly,protein insertion into mitochondrial membrane,establishment of protein localization to membran
SIRT5,nad+-dependent protein lysine deacetylase activity,protein desuccinylation,mitochondrion organization,negative regulation of reactive oxygen species metabolic process,regulation of ketone biosynthetic process,peptidyl-lysine demalonylation
COX20,mitochondrial cytochrome c oxidase assembly,protein binding,cytochrome c oxidase complex,mitochondrial inner membrane,mitochondrion,oxidative phosphorylatio
TACO1,mitochondrial ribosome binding,mitochondrial translation,mrna binding,rrna binding,regulation of mitochondrial translation,protein bindin
COX14,protein binding,mitochondrial cytochrome c oxidase assembly,mitochondrial outer membrane localization,mitochondrial inner membrane localization,oxidative phosphorylation,energy production
COX16,cytochrome c oxidase assembly,mitochondrial inner membrane,mitochondrion,protein binding,atp production,oxidative stress
HES6,dna-binding transcription factor activity,rna polymerase ii-specific dna-binding transcription factor binding,regulation of dna-templated transcription,negative regulation of transcription by rna polymerase ii,cell differentiation,anterior/posterior pattern specification
IREB2,iron-responsive element binding,mrna regulatory element binding translation repressor activity,tricarboxylic acid cycle,regulation of translation,rna binding,protein binding
TOPORS,dna damage response,protein ubiquitination,transcriptional regulation,cell cycle control,ubiquitin-mediated protein degradation,genomic stability
RWDD3,protein binding,negative regulation of nf-kappab transcription factor activity,positive regulation of hypoxia-inducible factor-1alpha signaling pathway,positive regulation of protein sumoylation,cytoplasm localization,nucleus localization
